,car_id,target_reg
1024,s-1993335Q,43.876263
1025,w-1217800P,72.183586
1026,m-4445026W,30.755878
1027,w-1020644b,74.85176
1028,r-1878207s,49.807796
1029,S-2803516o,44.84371
1030,g31689700a,72.320885
1031,L-3828198a,73.26693
1032,p-2023967W,43.663963
1033,R93384932a,35.163673
1034,o27482006r,71.24298
1035,o69465373z,49.99308
1036,x-2214584G,30.644997
1037,F16677411t,48.83294
1038,B-8278342d,43.60074
1039,w14795716n,48.793697
1040,q21418139n,40.053493
1041,k58875945X,37.99341
1042,E10178721V,71.06362
1043,y54427123h,35.388767
1044,N-1116467g,37.408855
1045,L-1098436W,33.08798
1046,K15170901N,51.42847
1047,y-1741356P,44.614464
1048,z-4349749h,34.36414
1049,y-6566782r,32.037426
1050,T-1729770o,53.73825
1051,V-8483576f,40.635757
1052,a39440404D,33.81581
1053,i51467047f,45.55516
1054,H-1369852D,75.72168
1055,M-9668613M,34.603493
1056,q-1575533Y,48.467285
1057,F-2122411I,31.808813
1058,c-2121060b,35.29444
1059,H22186863I,45.193542
1060,d68073068W,46.89072
1061,D-7066589I,48.80363
1062,o11670334e,71.086426
1063,G-1501141U,50.01247
1064,x-6577654c,34.012753
1065,i22784686n,33.779
1066,Q36627447o,50.41384
1067,a-2079734V,50.38335
1068,P17112537M,52.25889
1069,I-2947258i,37.697353
1070,d-7058280z,75.42054
1071,V-6734711I,32.579388
1072,x16070571D,35.808693
1073,A99628604w,32.586834
1074,c-3559292Z,31.786642
1075,D-1642232Y,34.11102
1076,H-2177827U,61.54058
1077,t43860654e,44.636253
1078,O-2567044a,33.758102
1079,y-1456481W,49.168987
1080,F-1311521c,31.23106
1081,W-1338521Q,33.076607
1082,S21521405j,47.12884
1083,j-9167677u,53.310875
1084,E22045798o,47.392857
1085,i15589390k,32.31383
1086,l15227760Q,52.19723
1087,h-6100646F,52.65675
1088,L-2071083z,51.011486
1089,Q-1583701a,32.842625
1090,J-1966936j,63.55405
1091,p97277001v,36.438686
1092,A-1959167m,33.475956
1093,b-1232634R,36.39562
1094,C14499779J,33.589485
1095,A-1900042l,32.138412
1096,D47614465T,31.59265
1097,i55328849i,73.67066
1098,L14501903b,45.752823
1099,U61603538T,35.631012
1100,Z-2000448T,31.465403
1101,V21733186R,72.89983
1102,x38176093d,32.061737
1103,S-1872523D,34.671177
1104,U-9105241l,38.71253
1105,d-1067020V,48.486958
1106,T13652201h,33.719418
1107,v83124010d,53.25428
1108,c-5320374q,50.470516
1109,P-5877829p,40.6683
1110,K-4097683X,33.434093
1111,X73607704q,50.73837
1112,d-1645612W,45.096954
1113,M-1949772G,44.835625
1114,d-9809366C,54.534077
1115,v-9133799l,71.436676
1116,j16496771g,50.090363
1117,p98074932P,71.31597
1118,G-1685085q,35.59687
1119,L-1156474z,50.63471
1120,n-7286817N,31.125645
1121,G17139758L,31.819202
1122,M-4377864u,51.28874
1123,u10884582m,33.894547
1124,c-1819930r,55.284718
1125,I-1016418u,45.634544
1126,f-8509753a,37.5358
1127,f10270915c,35.553463
1128,I50788104J,36.374916
1129,m-1618295c,63.448917
1130,Q11656086H,34.678364
1131,b17685766M,40.45009
1132,n19528133d,38.193897
1133,I-2222955D,68.90157
1134,U14909638n,50.756634
1135,P19518709T,31.554747
1136,V-1888434u,48.848515
1137,R53321573r,32.880302
1138,U12552466o,41.777946
1139,m21172670I,33.538074
1140,d71004474f,36.815945
1141,n-6003131B,31.68001
1142,w45505269O,33.317333
1143,v22456431E,39.471146
1144,D20302252H,33.813248
1145,E-1789284H,46.46397
1146,F21755120L,33.94538
1147,y-2096513h,32.233433
1148,X38064587K,68.92226
1149,j36860430F,49.19334
1150,M-1188559U,34.643044
1151,M-1057522s,63.760136
1152,r-1767573M,34.153603
1153,N-2165696F,31.177443
1154,l-9002229j,61.464653
1155,Q13796033u,49.09817
1156,E20487110v,45.945858
1157,U54007251T,47.61863
1158,k-1001578G,51.890083
1159,m-1316228Q,35.4939
1160,x38424933t,52.149498
1161,z42577454j,53.67532
1162,h15726678G,44.9566
1163,J-2100035F,31.418123
1164,u12997600r,48.111378
1165,G-1444514J,48.207657
1166,r80685540h,51.763973
1167,i-2886682y,31.324636
1168,U12958604d,32.414295
1169,Q-2285147y,31.35787
1170,d-5980296U,41.569016
1171,r-5694899j,50.35913
1172,y-3995748C,42.596935
1173,H-1417790G,50.389046
1174,h66072023A,52.46141
1175,m-8844106y,31.604443
1176,V-3922506p,71.581985
1177,P-7215920v,34.29536
1178,v-1334609Q,76.28674
1179,y-2901647k,33.997276
1180,P41449662O,37.29661
1181,N17048798L,48.868793
1182,o-3239309x,73.902275
1183,f-4517248O,73.728905
1184,i20236215k,69.145805
1185,c-1909821W,46.86293
1186,S-1058341S,44.917027
1187,Q27397166k,32.048424
1188,m-2234361C,73.244026
1189,y-1310937L,36.25644
1190,h11115340f,34.579594
1191,C-2095125S,40.201515
1192,H-1012725h,44.617126
1193,A-5953942h,32.505356
1194,b-5677746H,33.062603
1195,b-2174248s,33.780495
1196,J-1468143m,49.54273
1197,d-1590616X,32.708725
1198,A-2010794j,34.0528
1199,S10025512H,48.24412
1200,F62717656N,74.351456
1201,Q-9015964Z,58.93247
1202,e60616052a,31.361015
1203,O-1094429s,33.65079
1204,G-3730407g,69.54099
1205,W17258092O,51.234238
1206,Z-8046890f,31.22771
1207,C-1531638p,67.217155
1208,b16129006F,53.737488
1209,O20309077v,33.532814
1210,G-1150322W,73.86917
1211,v-1523714V,39.65678
1212,m41491349u,33.36245
1213,N-2592617I,50.555813
1214,b15147844G,44.190193
1215,J-1119809Z,33.096527
1216,x13343580w,34.294075
1217,R88463379h,45.334496
1218,w-5790710u,49.86715
1219,w20420004F,33.55337
1220,J-9110297t,38.519108
1221,E15110775p,47.019665
1222,j-8044553g,33.302246
1223,F16044963S,31.768286
1224,R91630921n,31.03225
1225,A-3836077o,32.581932
1226,s-2202835E,45.65289
1227,O-2222377Z,36.052963
1228,s22484554J,38.553726
1229,D88984934M,69.33464
1230,X19668940Y,32.8494
1231,D-1808806N,34.93456
1232,j18586699W,43.498123
1233,H69080088J,41.2284
1234,n12252517h,32.00923
1235,i-1711813H,70.080986
1236,S10721675C,46.5457
1237,X-2170601O,34.180603
1238,i97387429H,47.17649
1239,d22008645E,46.92616
1240,n-3455333h,46.79084
1241,B23739608U,31.65567
1242,F-4198459W,42.535896
1243,B-4284440k,50.841743
1244,G-6904316x,32.192974
1245,N-1095600Q,33.006367
1246,D-1029823M,59.408005
1247,d88026009F,47.293423
1248,P-1279354K,47.322567
1249,S-2221955m,51.387993
1250,U-2195930Q,35.614925
1251,L-1748371J,32.18582
1252,C-1092574s,52.88182
1253,x78336615j,72.38302
1254,d22823530e,44.2045
1255,f-5599112Q,74.13238
1256,w12601279c,40.250954
1257,O12999011Q,33.767704
1258,D39654489v,37.05605
1259,G-1119002U,34.786804
1260,x-1331259n,52.448395
1261,x-1366202T,46.78324
1262,e22337672e,49.33288
1263,h11974580h,47.794632
1264,b-1924728p,47.922474
1265,t-8150753L,45.61052
1266,i16707497b,44.746284
1267,d40778348c,33.60857
1268,x-6745292f,32.211975
1269,Q-1197469B,32.572273
1270,y19339480p,32.236446
1271,E-1574398v,36.994534
1272,F-1541843G,47.468735
1273,J-1898029b,35.648186
1274,i-2267354V,46.79714
1275,z-1706928C,76.512634
1276,h16480906Q,36.091145
1277,b20875811r,51.038853
1278,g57509660G,53.027973
1279,i10233407e,39.879215
1280,b-1633141B,47.85034
1281,r44343477P,70.17938
1282,X10140728m,39.233013
1283,u60678999S,35.003
1284,X66836862t,46.77971
1285,r-2626717n,67.25061
1286,l25990633r,45.459736
1287,o16159959N,72.699776
1288,P-8366433v,44.359787
1289,D-1742188V,31.611935
1290,q15163647k,31.996538
1291,m-1582917S,35.419388
1292,u15259964F,48.879032
1293,M-1332669r,31.991812
1294,F-2033009p,38.838707
1295,w15256527O,47.56275
1296,v-2214221g,52.456116
1297,u-8176531i,55.76589
1298,B44546931a,42.200623
1299,C-3329059P,37.001316
1300,z48466812V,47.590088
1301,N91717170a,47.13832
1302,h10197943p,32.221886
1303,f-1804114y,33.248867
1304,y65839268d,59.98381
1305,s20690018N,40.0472
1306,Z16406378j,51.247944
1307,r-6401544e,32.197815
1308,A74571031O,30.057096
1309,I-1022513U,47.995556
1310,M-1528828l,38.79622
1311,w-5395626f,51.915924
1312,U15424894F,35.58545
1313,X-1521550g,56.224155
1314,b-1756095Y,40.309525
1315,S-4942615g,49.047916
1316,a-1170299l,46.534325
1317,W20898223q,45.785038
1318,u13780325P,33.21518
1319,q35175771e,48.68889
1320,K81291347a,68.84336
1321,G15557106t,61.42978
1322,y21647488o,49.37028
1323,O-2154805o,53.269405
1324,D11355691L,64.90038
1325,t60412618s,30.92431
1326,M15952724y,50.080338
1327,k24372320c,52.954678
1328,J16859061o,41.81853
1329,M11049568F,32.413807
1330,z11525648X,50.924213
1331,u41400760y,70.39177
1332,V48666541E,43.308292
1333,t-1305628R,45.70979
1334,F20989471t,30.34027
1335,G19704655v,43.79799
1336,h-1084715m,76.8226
1337,X13848460A,44.710503
1338,H49107775b,34.19509
1339,V-2127600s,36.97194
1340,M-2221760V,36.069386
1341,w-2040826k,37.503418
1342,Z15550264W,70.24746
1343,b-8727186X,73.51293
1344,g10838650B,35.95252
1345,d19534101p,73.635
1346,j-8523085j,32.402905
1347,Y-2259833v,68.99625
1348,y40076926G,38.670994
1349,m21197630U,73.405914
1350,J-9282883I,64.957436
1351,y-1593526o,50.58165
1352,R18548797W,74.42878
1353,M78454309n,31.958742
1354,H-1952766q,48.699196
1355,O-7318695N,41.319252
1356,Z-1382353b,38.094
1357,y33995729F,72.09124
1358,A-1931285c,33.30249
1359,b-4023465w,75.59192
1360,y28247093F,69.5271
1361,b-2099867z,33.435394
1362,N13810671e,46.379074
1363,M-1208274P,40.046364
1364,E94491875l,52.505085
1365,p14296940a,34.931583
1366,e-5032325d,30.716375
1367,f-2278644T,45.61209
1368,N-1449511Y,59.063385
1369,R72473068v,47.231453
1370,K15727484r,48.86806
1371,x-1530392k,50.40687
1372,m14032324U,41.109604
1373,o-3502321X,31.750729
1374,M-9369867A,46.7197
1375,e-1176726O,49.68192
1376,F-8971471f,31.191753
1377,w16001206y,32.59158
1378,T24942626H,40.37381
1379,Z-9250568A,34.832287
1380,R20946794F,48.82656
1381,y-3708778R,37.07458
1382,d-7461024X,44.197876
1383,r-1304067j,32.402546
1384,M-1727464u,30.570316
1385,X12353297J,32.134136
1386,t19399198h,66.13679
1387,a-2221133L,53.199585
1388,n15134422D,73.7024
1389,e-1041702t,70.29539
1390,Q-1108615n,51.94655
1391,r67742622z,45.04503
1392,Y77630283F,45.13604
1393,I-8740476B,50.56838
1394,f12831819d,45.232544
1395,y-2117938S,35.30197
1396,X13552128w,46.750534
1397,m89915934c,31.732752
1398,u12923191V,33.55337
1399,g64040787A,34.659412
1400,B53432209f,33.4766
1401,Q18090458O,38.782803
1402,v11087640F,65.586395
1403,s-1018199L,47.985058
1404,T15119744o,37.979443
1405,E-2442116D,30.17271
1406,l93168360C,50.589386
1407,Q52925581k,50.806892
1408,k11571129f,41.61713
1409,K18787489X,45.86861
1410,i17417440r,35.391827
1411,H-9338402M,51.06822
1412,e18576123A,72.19252
1413,L93331905w,50.255146
1414,G18790404J,31.658958
1415,H19063606t,45.6083
1416,A82111385d,35.16198
1417,l96257336G,38.82337
1418,c31569057o,37.108826
1419,O-2283230Y,35.42501
1420,B-6097000E,32.85964
1421,s-8423183t,74.67106
1422,p16672632d,35.55964
1423,J11698270E,46.00636
1424,G22172959I,32.51895
1425,I21909345v,35.216934
1426,m13540768n,43.232132
1427,N-2047707A,49.496944
1428,q15473703P,32.55667
1429,b28091206k,34.95347
1430,d-2060227V,44.03907
1431,D23788223O,36.56655
1432,k-1947529W,52.473644
1433,b-9715554C,36.501915
1434,q-5271670J,47.233826
1435,u12970971g,42.77286
1436,n-6059768d,63.023182
1437,L22185348p,41.81098
1438,O13331241u,41.175636
1439,L16141312N,34.414665
1440,W38697890A,30.878405
1441,u-2120761B,52.851105
1442,c66464279D,66.255424
1443,e13156563s,37.99516
1444,T42238184L,52.65043
1445,D-1336442P,34.492054
1446,E-5337479S,44.65787
1447,X95516419Q,35.60288
1448,H-2355000g,30.518492
1449,s-5301854b,73.90521
1450,u-2940182P,33.146515
1451,G-9079594w,43.11107
1452,Z20606311h,40.74365
1453,t-6922750L,42.23696
1454,Q21391218q,33.96492
1455,u12977186v,49.532578
1456,h13802624r,43.9095
1457,I-1538597J,37.798088
1458,X11025811v,41.730087
1459,S-2294339s,72.212265
1460,g13118176m,45.763954
1461,S21991071M,71.17826
1462,L10129399Y,55.249302
1463,Z13161380J,31.010578
1464,J-6052671x,41.951973
1465,e11908473n,41.954266
1466,U-1131662Q,34.11215
1467,h54754410l,33.999672
1468,w68053735H,62.22395
1469,A31292617m,63.238483
1470,V45384349q,47.94225
1471,k-1087627k,32.471996
1472,Q-1888317Y,37.361877
1473,Q-1456372K,34.930004
1474,S19572879o,30.879887
1475,j13287780b,32.749664
1476,X-1427883w,43.114532
1477,t12980699M,34.44971
1478,K-9081250O,32.12427
1479,N96928373A,62.98601
1480,r19349335d,68.804756
1481,D22898421E,36.025887
1482,A-7650056Z,40.048195
1483,B-1572757V,33.297882
1484,D11212854M,31.954603
1485,H62136397R,45.72197
1486,n16749457W,32.50026
1487,c-1411220k,30.979242
1488,g-8950344h,51.564808
1489,g28465883Y,33.006905
1490,O-3470382z,39.78991
1491,C-7657933N,44.232483
1492,n-7904705X,35.85628
1493,E-2002668A,46.475723
1494,E15401424s,54.998867
1495,Q-1558145Z,70.77431
1496,j-1474542d,36.19099
1497,J51767292L,47.545498
1498,M-1609284U,39.561546
1499,O32025767k,50.92977
1500,G-4998152Q,30.811403
1501,d-8684879I,46.693695
1502,c11762411c,33.514954
1503,T61957630q,48.601284
1504,e-1246632H,32.96029
1505,a96529450S,41.427288
1506,m-1300432a,33.225315
1507,H-1232380o,52.393513
1508,U18643336W,46.60732
1509,E42133174Y,45.000637
1510,N-2173692X,43.8327
1511,O15299283X,34.030582
1512,Y11513708Q,44.86894
1513,I14426935X,30.505697
1514,L-1576450f,31.504143
1515,L-2066997I,42.7223
1516,g20198311v,44.51465
1517,K-1750463c,32.91451
1518,A48818516t,32.809772
1519,b12102660G,75.14854
1520,C-1721101w,71.87957
1521,L21617225g,47.011433
1522,y18690561q,32.91406
1523,Z-2044688T,45.20839
1524,w-3300489y,52.700943
1525,o43682483i,44.849514
1526,p-2177230P,48.76851
1527,d53962651M,48.049374
1528,h-1079130a,46.354786
1529,d-1063018h,42.753956
1530,e12616376T,63.913635
1531,g-1997866b,41.785263
1532,p22351271i,47.69675
1533,s18801959g,52.010952
1534,W-1146682H,48.48859
1535,Y21010106g,33.257328
1536,N-1493098E,53.534565
1537,a16757494v,44.40758
1538,L31333870v,39.831715
1539,O-1116026m,32.688545
1540,a-1327017v,75.69092
1541,J32481265i,32.287045
1542,u-7465003y,48.85237
1543,C-8282660x,74.68496
1544,z-1194508g,43.141968
1545,M17131119X,36.185387
1546,A16430015I,42.06725
1547,T21560454W,45.299423
1548,d-5044364D,32.451202
1549,A-4567027H,31.365522
1550,l14731037p,31.621193
1551,j21216284z,33.870396
1552,w18663416B,47.458878
1553,N-1067764s,51.504807
1554,a96316507d,42.83594
1555,Q-2863519f,42.911224
1556,R-4412745F,69.64959
1557,w-2100178z,43.41189
1558,N12140841u,50.060135
1559,v-2217035r,41.124672
1560,j22675199u,30.6823
1561,Y-2060323c,39.65007
1562,H-9946877t,49.22405
1563,V24408620j,60.75125
1564,D20994817l,30.950733
1565,d-5916656a,48.44386
1566,r-1888435Q,48.920063
1567,s-8011046y,60.31483
1568,l-8338225N,35.079063
1569,N17651234L,64.84875
1570,t-1660621F,33.70673
1571,A-4300243z,31.60744
1572,Q-1531120K,75.61641
1573,b14483061v,31.923788
1574,p13496102g,37.96347
1575,f-3084055k,43.99855
1576,b-7106735g,38.50067
1577,B-5818398M,50.665253
1578,k-6134216L,53.25627
1579,q-8983496T,31.964169
1580,c21152319h,33.331688
1581,u22537189s,46.589535
1582,S42898575W,34.83505
1583,u-2592615u,46.78858
1584,U15973213W,38.809227
1585,a-1555492o,32.92922
1586,T17948597q,49.985466
1587,K-1596430s,52.0228
1588,t70806905i,53.163868
1589,Q-8927952V,36.043114
1590,b-1699417D,33.597263
1591,l-1528999M,36.999832
1592,i-1075099j,42.822056
1593,g-1203735u,53.141563
1594,N68342352J,63.30699
1595,t19684834s,73.44109
1596,P28960538x,31.002363
1597,k70721764Z,45.429184
1598,P35164993z,69.42186
1599,v-1084231t,41.033245
1600,P62164543W,41.39793
1601,V-1603027E,73.56623
1602,r-3939023a,35.876553
1603,D-1008484E,35.13992
1604,Q-2192864t,33.952953
1605,m97152459x,47.05974
1606,n79502261g,75.31891
1607,I-1934004o,44.369717
1608,w-8712305w,60.11938
1609,t19569988O,50.06274
1610,w-6743502g,55.515316
1611,e17224457A,33.072403
1612,N25093826z,41.362972
1613,k53344668C,32.36287
1614,c18837598f,33.774197
1615,o55235221X,34.24156
1616,x83440968Q,39.976494
1617,a-2129214S,37.64528
1618,O16337155M,43.654808
1619,o-1780770o,44.26741
1620,O-1008421H,52.17904
1621,a33313854t,32.207867
1622,M45840955U,60.63997
1623,q22701640I,45.86201
1624,J-2186173q,39.704643
1625,T-9875021z,64.94599
1626,B16049866X,39.953392
1627,i19613288g,51.391502
1628,P52156891U,47.16374
1629,q-1768505B,52.385593
1630,D-1867285e,37.69683
1631,l-2092770w,36.87809
1632,Z15287780R,52.145817
1633,O18471034K,51.678715
1634,p20324322c,45.35252
1635,p-8776685b,50.236004
1636,A12568692Y,32.70734
1637,G62487539y,32.35044
1638,y-7520188c,50.428757
1639,U-3855489z,41.361877
1640,j47796305l,36.51468
1641,S-6466908z,47.382996
1642,Z-2472770a,33.94239
1643,B72054123K,33.31596
1644,P63973841b,33.977177
1645,u95341442h,32.644844
1646,z-5617263I,51.06997
1647,s-1440522g,34.666832
1648,w-1350890O,52.272858
1649,b-1785569X,31.371107
1650,N17581389s,63.871258
1651,Z-6866329f,41.6298
1652,a15357539b,44.809975
1653,y-1168665M,33.382042
1654,X-1688379x,41.38036
1655,Z73577393A,72.28933
1656,r-1140095D,49.1304
1657,k17692433t,35.232235
1658,a-2924229p,37.365032
1659,I19994305a,51.202595
1660,R16189354h,44.41452
1661,f61508634I,32.775482
1662,S56454866u,56.457573
1663,u-2542978x,37.494297
1664,p36642359W,31.747482
1665,z22596029p,64.15494
1666,j13578702a,42.606194
1667,m41690051B,34.342922
1668,C-1990447o,69.93629
1669,f17350995b,48.89636
1670,A13722291q,58.23576
1671,c-8926473m,35.52285
1672,R-1161362E,55.981243
1673,E-1829228V,46.759686
1674,f-1106666p,40.431057
1675,B-1345652W,31.716425
1676,e-3819053E,51.027077
1677,H12470081t,74.892395
1678,Y-2395041a,32.94739
1679,m-6830168g,52.251705
1680,n-1048550o,43.812725
1681,p-4620845q,30.7271
1682,z-1908457z,76.00272
1683,r11798594T,31.420408
1684,n-1078109P,34.255764
1685,g21697086z,32.523525
1686,i-3020701S,45.456085
1687,B51449710T,40.406475
1688,G17715538Y,34.16957
1689,d85134463X,32.810905
1690,M-5383474I,44.493176
1691,u79799419P,44.951977
1692,h20236568A,73.750015
1693,Q-1319605b,33.289196
1694,d-1613102p,37.178802
1695,S41123157J,32.23611
1696,x-1174319N,44.592545
1697,V-1073406u,46.8594
1698,V21379614l,50.068707
1699,z-3747302L,46.327045
1700,y-2605432W,37.74276
1701,g21854185N,34.964935
1702,E98324062j,48.34325
1703,Y97110971P,72.76275
1704,X-3262812p,44.979153
1705,H-1041344f,34.504734
1706,c96102825T,30.93071
1707,F-8514150E,74.34356
1708,n14484446O,41.07123
1709,H72378904z,31.678616
1710,U22558213g,32.406734
1711,e-1228757n,45.429703
1712,L-5297416Y,44.96197
1713,j-1143057h,33.28033
1714,p-1573015A,31.300869
1715,U65662686c,32.88748
1716,S-4820484y,32.01983
1717,g-8761468w,65.03161
1718,Q-6145494U,34.38776
1719,W10708735F,32.630096
1720,p17325319H,50.69008
1721,F-1510394i,74.43737
1722,C58608888l,33.209362
1723,d-2253716j,38.484135
1724,x16453445a,72.254875
1725,I66859230r,33.069195
1726,P64817824s,75.49407
1727,g-1168593W,58.501408
1728,K22750834U,72.69771
1729,I-1242074u,53.47645
1730,F-3351081U,30.895872
1731,F19447831G,31.54738
1732,s-1689007T,32.258057
1733,k10152000a,41.126514
1734,H12617664T,39.781136
1735,t-1064471J,31.60993
1736,t-2197360k,42.789005
1737,d-2120346e,34.415348
1738,O-1642949k,31.7105
1739,Q53125922U,33.831825
1740,b-1461155F,41.97079
1741,Q39818857Y,34.00488
1742,r62935175h,31.642506
1743,W-6196754y,73.569824
1744,g28641563H,74.01727
1745,j11454423o,44.349686
1746,F-1666827W,53.67537
1747,A21999620z,50.21181
1748,c75592211G,67.52753
1749,L-1701832m,71.23103
1750,k18648690J,34.121964
1751,h-1998519z,43.34971
1752,U-6212557F,46.42121
1753,e-2299648Q,65.523155
1754,s-1139976I,42.74637
1755,K-8425830Q,33.035454
1756,d22617101F,35.83233
1757,D17905231R,57.005016
1758,u13437959M,49.655376
1759,Z-9946732U,53.004574
1760,K-1500884y,34.663754
1761,c-1794298L,68.84644
1762,M15430763y,42.56094
1763,p-1264204Z,39.404846
1764,U38299579G,31.200089
1765,c56523775V,34.832516
1766,T38194151F,34.42027
1767,m-3164602H,34.674442
1768,n-1234064Z,41.056244
1769,J-1156067J,35.07235
1770,f-6526492s,70.31578
1771,l20269048F,33.853676
1772,B98720158A,45.52579
1773,C-1753458i,33.45975
1774,x21906434L,52.195595
1775,i13542684X,46.51139
1776,u-1875498r,48.108795
1777,X-1879171y,34.797245
1778,t21801419s,48.99127
1779,L21647080y,34.16437
1780,h-5026863d,67.2088
1781,T-3466939S,46.060757
1782,m12662735d,34.394985
1783,t14261623o,41.889717
1784,n-2837743g,43.708286
1785,e-2154304r,36.730915
1786,N-2215366J,33.440556
1787,g-1249815S,59.57293
1788,W-1215684E,33.162243
1789,A11461567u,42.66176
1790,L16034991d,61.206997
1791,L-2243568g,75.53583
1792,U11614816e,46.349464
1793,h-1908691k,51.15132
1794,S-1588766I,36.817474
1795,i-2841469F,40.556065
1796,W12646665I,39.749264
1797,P-2897916I,53.049286
1798,q-1324803Z,44.449978
1799,A-6570552N,31.037096
1800,k-1985555z,30.549244
1801,k13077603E,42.49664
1802,H11107062P,33.933517
1803,u-1297698j,50.856434
1804,R23868498r,45.686493
1805,N-1923238g,42.518646
1806,j-5320438l,33.79914
1807,M-2097633r,74.448204
1808,U52942046Z,31.896894
1809,h17001071q,52.67733
1810,R-1401948E,47.97307
1811,a-1738562d,32.63458
1812,R99178335S,34.319035
1813,t19157053h,34.68926
1814,m14758475e,47.76638
1815,B47711748K,45.827496
1816,t21884438y,37.408646
1817,V-2454314m,74.38659
1818,Z16920973J,33.215218
1819,b13641719v,51.18127
1820,X13092819Q,54.293373
1821,r14567820H,39.576656
1822,a-1296325M,43.8422
1823,v-1923353f,44.426937
1824,P75675086P,33.92095
1825,H-2270745P,38.294888
1826,f-1963567i,51.76834
1827,C19974180h,64.37467
1828,N39559408S,31.222149
1829,P-2227204H,36.911148
1830,P13046593R,39.752403
1831,k72805610d,36.206318
1832,N62378224U,44.9757
1833,j-1956405K,75.75666
1834,Q-1492285k,63.053448
1835,Q11700844e,57.99458
1836,E-3042252G,64.74253
1837,q-1872858i,74.707245
1838,h-1344515n,48.529583
1839,O-1383891v,35.269855
1840,X64881130C,33.941063
1841,U19015371f,48.49993
1842,R69641219y,53.31957
1843,M25907433E,35.381973
1844,e-1885009l,57.96758
1845,l-1959164P,43.575764
1846,M-9949056v,34.75431
1847,d-1302572o,62.359413
1848,f22323125D,45.08243
1849,d10736354y,34.76681
1850,w-3928877y,46.89072
1851,y13551852I,31.023636
1852,p-6352560b,31.51711
1853,i11460685H,31.701761
1854,r44913393N,36.014442
1855,S11426971O,31.635729
1856,S-4753227p,38.017677
1857,Z-9466103x,60.882393
1858,b86382646t,41.88462
1859,T-2294411h,37.92325
1860,f13646346O,31.870493
1861,k12390619M,34.275265
1862,p14822094P,30.613739
1863,y-1267351r,32.222046
1864,r10427446Y,32.18578
1865,Z21148829c,35.117718
1866,w15143755c,60.99388
1867,s12154911r,31.155191
1868,y76872086H,51.587162
1869,p15590759i,39.968437
1870,z-5067315t,49.787155
1871,H-1836769I,32.10373
1872,f-1042769Z,54.983414
1873,f16491132W,37.803066
1874,P21644134e,50.64284
1875,o67669876a,53.95022
1876,h-1414900L,49.7673
1877,i90456198D,48.638577
1878,B-2199737O,57.977325
1879,s-5157124G,68.13061
1880,q20798329k,49.382908
1881,b-6366825A,35.74672
1882,o16666830b,43.191353
1883,H-2456490y,31.726288
1884,p17190552s,34.218567
1885,P22575706L,44.102978
1886,W19937723D,48.52046
1887,p-2060516y,36.559647
1888,x13966371T,43.384075
1889,q53435481a,30.697529
1890,Q-9617805F,49.80677
1891,N59793228F,35.622044
1892,M52666824i,49.919872
1893,T-1009246T,31.91786
1894,f11409987C,52.710598
1895,z-7198780T,33.645348
1896,k-7951300Y,33.472267
1897,J19069143E,47.143044
1898,b-1597167C,48.69349
1899,O-6623929C,34.533745
1900,F14674957T,40.210835
1901,t82296586k,38.638474
1902,Z20453566w,44.538826
1903,J82279855E,35.56127
1904,n-2242535p,38.547127
1905,V-1226312R,32.152332
1906,v-7763664j,31.359053
1907,h-1179139J,32.51054
1908,x13640960Q,55.54588
1909,Z-2276652N,45.477135
1910,F-2165841B,32.9957
1911,x-1331529J,45.999947
1912,J-2127749D,51.276688
